X,Y,Z,r,theta,phi,E_r,E_t
-0.03557856901575425,0.22463424401318902,0.9737934184638004,1.0,0.22944216009363658,1.7278759594743862,(0.0003162642247041934-8.74575338231644e-05j),(-0.06797281908236633-0.2457162966264201j)
-0.03949355835361458,0.2239790994828655,0.9737934184638004,1.0,0.22944216009363658,1.7453292519943295,(0.00029789397306475944-8.237755076280194e-05j),(-0.06797128733828636-0.24571075949425583j)
-0.043396517571017715,0.22325572874910532,0.9737934184638004,1.0,0.22944216009363658,1.7627825445142729,(0.00027943298003536203-7.727247470246839e-05j),(-0.06796959950040478-0.24570465809550304j)
-0.0472862577887772,0.22246435215764132,0.9737934184638004,1.0,0.22944216009363658,1.7802358370342162,(0.000260886869013322-7.214386069778474e-05j),(-0.06796775711749894-0.24569799802886522j)
-0.051161594154341974,0.2216052107694495,0.9737934184638004,1.0,0.22944216009363658,1.7976891295541595,(0.00024226128932371168-6.699327097425925e-05j),(-0.06796576188849511-0.24569078543582615j)
-0.05502134620271384,0.22067856628731944,0.9737934184638004,1.0,0.22944216009363658,1.8151424220741028,(0.00022356191449853495-6.182227445141588e-05j),(-0.06796361566304772-0.24568302700273928j)
-0.05886433821602861,0.21968470097613702,0.9737934184638004,1.0,0.22944216009363658,1.8325957145940461,(0.0002047944405485086-5.663244626488978e-05j),(-0.06796132044210051-0.2456747299628521j)
-0.06268939958169106,0.21862391757690375,0.9737934184638004,1.0,0.22944216009363658,1.8500490071139892,(0.00018596458422800107-5.142536728662019e-05j),(-0.06795887837843256-0.2456659020982904j)
-0.06649536514895515,0.21749653921451914,0.9737934184638004,1.0,0.22944216009363658,1.8675022996339325,(0.00016707808129366234-4.620262364330607e-05j),(-0.0679562917771466-0.24565655174182158j)
-0.0702810755838398,0.21630290929935347,0.9737934184638004,1.0,0.22944216009363658,1.8849555921538759,(0.0001481406847572354-4.096580623325584e-05j),(-0.06795356309612152-0.24564668777847198j)
-0.07404537772227354,0.2150433914226419,0.9737934184638004,1.0,0.22944216009363658,1.9024088846738192,(0.00012915816313316606-3.571651024178205e-05j),(-0.06795069494637243-0.24563631964685753j)
-0.07778712492135939,0.21371836924573087,0.9737934184638004,1.0,0.22944216009363658,1.9198621771937625,(0.00011013629868141732-3.045633465529533e-05j),(-0.06794769009233703-0.2456254573401941j)
-0.0815051774086534,0.21232824638321127,0.9737934184638004,1.0,0.22944216009363658,1.9373154697137058,(9.1080885646181e-05-2.5186881774235143e-05j),(-0.0679445514520408-0.24561411140691639j)
-0.08519840262935036,0.21087344627997343,0.9737934184638004,1.0,0.22944216009363658,1.9547687622336491,(7.199772849085344e-05-1.990975672499548e-05j),(-0.0679412820971545-0.24560229295086314j)
-0.08886567559127095,0.20935441208222175,0.9737934184638004,1.0,0.22944216009363658,1.9722220547535925,(5.2892640129968775e-05-1.4626566970987688e-05j),(-0.0679378852528946-0.24559001363094246j)
-0.09250587920754531,0.20777160650248813,0.9737934184638004,1.0,0.22944216009363658,1.9896753472735358,(3.3771440158522544e-05-9.33892182298965e-06j),(-0.06793436429777813-0.24557728566020784j)
-0.09611790463688843,0.20612551167868512,0.9737934184638004,1.0,0.22944216009363658,2.007128639793479,(1.4639953079249744e-05-4.04843194893626e-06j),(-0.06793072276318894-0.24556412180434287j)
-0.09970065162136421,0.20441662902724206,0.9737934184638004,1.0,0.22944216009363658,2.0245819323134224,(-4.495993471551906e-06+1.2432911167076435e-06j),(-0.06792696433276266-0.24555053537938504j)
-0.10325302882153413,0.202645479090369,0.9737934184638004,1.0,0.22944216009363658,2.0420352248333655,(-2.3630570499188664e-05+6.534635463832337e-06j),(-0.06792309284154903-0.24553654024874066j)
-0.10677395414889053,0.20081260137749413,0.9737934184638004,1.0,0.22944216009363658,2.059488517353309,(-4.2757949426136624e-05+1.182398929769296e-05j),(-0.06791911227495767-0.2455221508193394j)
-0.11026235509547058,0.19891855420092439,0.9737934184638004,1.0,0.22944216009363658,2.076941809873252,(-6.187230386748205e-05+1.7109741429870863e-05j),(-0.0679150267674523-0.245507382036941j)
-0.11371716906055312,0.1969639145057777,0.9737934184638004,1.0,0.22944216009363658,2.0943951023931953,(-8.096781140569909e-05+2.2390281769064973e-05j),(-0.06791084060098954-0.2454922493804756j)
-0.117137343674337,0.19494927769424025,0.9737934184638004,1.0,0.22944216009363658,2.111848394913139,(-0.0001000386553642116+2.766400181153144e-05j),(-0.06790655820318492-0.24547676885541525j)
-0.1205218371185026,0.19287525744420111,0.9737934184638004,1.0,0.22944216009363658,2.129301687433082,(-0.00011907902657920183+3.292929513105921e-05j),(-0.06790218414518821-0.24546095698610018j)
-0.12386961844356076,0.19074248552231987,0.9737934184638004,1.0,0.22944216009363658,2.1467549799530254,(-0.0001380831251691509+3.8184557868297495e-05j),(-0.06789772313925752-0.2454448308069696j)
-0.12717966788288898,0.18855161159158462,0.9737934184638004,1.0,0.22944216009363658,2.1642082724729685,(-0.00015704516230153373+4.3428189219306515e-05j),(-0.06789318003602123-0.24542840785265504j)
-0.13045097716336307,0.18630330301341802,0.9737934184638004,1.0,0.22944216009363658,2.181661564992912,(-0.00017595936195614827+4.865859192318002e-05j),(-0.06788855982141508-0.24541170614691732j)
-0.13368254981248612,0.183998244644393,0.9737934184638004,1.0,0.22944216009363658,2.199114857512855,(-0.00019481996268455536+5.387417274858878e-05j),(-0.0678838676132856-0.2453947441903566j)
-0.13687340146192442,0.1816371386276182,0.9737934184638004,1.0,0.22944216009363658,2.2165681500327987,(-0.00021362121936506728+5.907334297908755e-05j),(-0.06787910865764343-0.24537754094688272j)
-0.14002256014735495,0.17922070417885905,0.9737934184638004,1.0,0.22944216009363658,2.234021442552742,(-0.00023235740495276092+6.425451889705773e-05j),(-0.06787428832457582-0.24536011582893064j)
-0.14312906660453556,0.17674967736745703,0.9737934184638004,1.0,0.22944216009363658,2.251474735072685,(-0.0002510228122240108+6.941612226612393e-05j),(-0.06786941210379058-0.24534248868135972j)
-0.14619197456150615,0.17422481089211628,0.9737934184638004,1.0,0.22944216009363658,2.2689280275926285,(-0.000269611755514945+7.455658081189997e-05j),(-0.06786448559980689-0.245324679764055j)
-0.14921035102683172,0.1716468738516242,0.9737934184638004,1.0,0.22944216009363658,2.2863813201125716,(-0.0002881185724533623+7.967432870091506e-05j),(-0.06785951452677738-0.24530670973321433j)
-0.15218327657380148,0.16901665151057627,0.9737934184638004,1.0,0.22944216009363658,2.303834612632515,(-0.00030653762568354096+8.476780701758439e-05j),(-0.06785450470293655-0.2452885996212987j)
-0.1551098456204943,0.16633494506017718,0.9737934184638004,1.0,0.22944216009363658,2.321287905152458,(-0.00032486330458344164+8.983546423907264e-05j),(-0.06784946204469283-0.24527037081564476j)
-0.15798916670562838,0.1636025713741899,0.9737934184638004,1.0,0.22944216009363658,2.3387411976724017,(-0.0003430900269737442+9.487575670789714e-05j),(-0.06784439256034626-0.24525204503577855j)
-0.16082036276010842,0.16082036276010844,0.9737934184638004,1.0,0.22944216009363658,2.356194490192345,(-0.0003612122408182421+9.988714910214694e-05j),(-0.06783930234344408-0.2452336443093827j)
-0.16360257137418996,0.15798916670562832,0.9737934184638004,1.0,0.22944216009363658,2.3736477827122884,(-0.0003792244259150461+0.0001048681149031517j),(-0.0678341975657822-0.24521519094700825j)
-0.16633494506017715,0.15510984562049432,0.9737934184638004,1.0,0.22944216009363658,2.3911010752322315,(-0.0003971210955780873+0.00010981713686047605j),(-0.06782908447004504-0.24519670751545658j)
-0.16901665151057624,0.1521832765738015,0.9737934184638004,1.0,0.22944216009363658,2.4085543677521746,(-0.00041489679830841644+0.00011473270745409093j),(-0.06782396936211253-0.24517821680998098j)
-0.17164687385162417,0.14921035102683175,0.9737934184638004,1.0,0.22944216009363658,2.426007660272118,(-0.0004325461194547842+0.00011961332935357417j),(-0.06781885860302234-0.24515974182522082j)
-0.17422481089211625,0.14619197456150615,0.9737934184638004,1.0,0.22944216009363658,2.443460952792061,(-0.0004500636828629992+0.00012445751587421692j),(-0.06781375860061399-0.24514130572500642j)
-0.176749677367457,0.1431290666045356,0.9737934184638004,1.0,0.22944216009363658,2.4609142453120048,(-0.0004674441525135487+0.00012926379142987705j),(-0.06780867580086257-0.2451229318110138j)
-0.17922070417885902,0.14002256014735498,0.9737934184638004,1.0,0.22944216009363658,2.478367537831948,(-0.00048468223414700935+0.00013403069198246j),(-0.0678036166789081-0.2451046434903636j)
-0.18163713862761827,0.13687340146192437,0.9737934184638004,1.0,0.22944216009363658,2.4958208303518914,(-0.000501772676876726+0.000138756765487881j),(-0.06779858772981853-0.24508646424220606j)
-0.183998244644393,0.13368254981248617,0.9737934184638004,1.0,0.22944216009363658,2.5132741228718345,(-0.0005187102747882879+0.00014344057233836837j),(-0.06779359545907995-0.24506841758334852j)
-0.18630330301341808,0.130450977163363,0.9737934184638004,1.0,0.22944216009363658,2.530727415391778,(-0.0005354898685252871+0.00014808068580098176j),(-0.06778864637284332-0.24505052703300556j)
-0.1885516115915846,0.12717966788288904,0.9737934184638004,1.0,0.22944216009363658,2.548180707911721,(-0.0005521063468609283+0.00015267569245220808j),(-0.06778374696795665-0.24503281607675956j)
-0.19074248552231984,0.12386961844356081,0.9737934184638004,1.0,0.22944216009363658,2.5656340004316642,(-0.0005685546482549397+0.00015722419260851206j),(-0.06777890372178287-0.24501530812976688j)
-0.1928752574442011,0.12052183711850263,0.9737934184638004,1.0,0.22944216009363658,2.5830872929516078,(-0.0005848297623953819+0.00016172480075268353j),(-0.06777412308185499-0.24499802649933994j)
-0.19494927769424025,0.11713734367433701,0.9737934184638004,1.0,0.22944216009363658,2.600540585471551,(-0.0006009267317248233+0.0001661761459558814j),(-0.06776941145536734-0.24498099434697157j)
-0.1969639145057777,0.11371716906055317,0.9737934184638004,1.0,0.22944216009363658,2.6179938779914944,(-0.0006168406529504741+0.00017057687229523602j),(-0.0677647751985403-0.2449642346498883j)
-0.19891855420092436,0.11026235509547062,0.9737934184638004,1.0,0.22944216009363658,2.6354471705114375,(-0.0006325666785377675+0.00017492563926687626j),(-0.06776022060588584-0.24494777016224434j)
-0.20081260137749415,0.10677395414889047,0.9737934184638004,1.0,0.22944216009363658,2.652900463031381,(-0.0006481000181869645+0.00017922112219425097j),(-0.06775575389939739-0.2449316233760546j)
-0.20264547909036898,0.10325302882153414,0.9737934184638004,1.0,0.22944216009363658,2.670353755551324,(-0.0006634359402923402+0.00018346201263165274j),(-0.0677513812176984-0.24491581648194796j)
-0.20441662902724209,0.09970065162136416,0.9737934184638004,1.0,0.22944216009363658,2.6878070480712677,(-0.0006785697733834528+0.00018764701876276924j),(-0.0677471086051666-0.24490037132986428j)
-0.2061255116786851,0.09611790463688848,0.9737934184638004,1.0,0.22944216009363658,2.705260340591211,(-0.0006934969075481393+0.00019177486579419507j),(-0.0677429420010782-0.2448853093898139j)
-0.2077716065024881,0.09250587920754536,0.9737934184638004,1.0,0.22944216009363658,2.722713633111154,(-0.0007082127958367319+0.00019584429634373384j),(-0.06773888722879186-0.24487065171276978j)
-0.20935441208222177,0.08886567559127094,0.9737934184638004,1.0,0.22944216009363658,2.7401669256310974,(-0.0007227129556471001+0.00019985407082341952j),(-0.06773494998500953-0.24485641889185744j)
-0.21087344627997343,0.0851984026293504,0.9737934184638004,1.0,0.22944216009363658,2.7576202181510405,(-0.0007369929700901011+0.0002038029678171033j),(-0.0677311358291398-0.24484263102388437j)
-0.21232824638321127,0.08150517740865339,0.9737934184638004,1.0,0.22944216009363658,2.775073510670984,(-0.0007510484893350021+0.0002076897844525061j),(-0.06772745017279787-0.2448293076714153j)
-0.21371836924573084,0.07778712492135943,0.9737934184638004,1.0,0.22944216009363658,2.792526803190927,(-0.0007648752319344794+0.00021151333676762863j),(-0.06772389826947349-0.2448164678253916j)
-0.2150433914226419,0.07404537772227353,0.9737934184638004,1.0,0.22944216009363658,2.8099800957108707,(-0.0007784689861288004+0.0002152724600713952j),(-0.06772048520439616-0.24480412986851005j)
-0.21630290929935345,0.07028107558383984,0.9737934184638004,1.0,0.22944216009363658,2.827433388230814,(-0.0007918256111287442+0.00021896600929843395j),(-0.06771721588462982-0.24479231153941472j)
-0.21749653921451914,0.06649536514895514,0.9737934184638004,1.0,0.22944216009363658,2.8448866807507573,(-0.0008049410383769552+0.0002225928593578686j),(-0.06771409502942528-0.2447810298978174j)
-0.21862391757690375,0.0626893995816911,0.9737934184638004,1.0,0.22944216009363658,2.8623399732707004,(-0.0008178112727872347+0.00022615190547603818j),(-0.06771112716086265-0.2447703012906776j)
-0.219684700976137,0.05886433821602864,0.9737934184638004,1.0,0.22944216009363658,2.8797932657906435,(-0.0008304323939615096+0.00022964206353301593j),(-0.0677083165948124-0.2447601413195215j)
-0.22067856628731944,0.055021346202713824,0.9737934184638004,1.0,0.22944216009363658,2.897246558310587,(-0.0008428005573840021+0.00023306227039284985j),(-0.06770566743224381-0.2447505648090258j)
-0.22160521076944947,0.05116159415434201,0.9737934184638004,1.0,0.22944216009363658,2.91469985083053,(-0.0008549119955923261+0.0002364114842273969j),(-0.06770318355090311-0.24474158577692492j)
-0.22246435215764132,0.047286257788777195,0.9737934184638004,1.0,0.22944216009363658,2.9321531433504737,(-0.0008667630193250704+0.00023968868483367794j),(-0.06770086859739918-0.24473321740542783j)
-0.22325572874910532,0.04339651757101775,0.9737934184638004,1.0,0.22944216009363658,2.949606435870417,(-0.0008783500186456093+0.00024289287394464273j),(-0.06769872597971156-0.24472547201410538j)
-0.2239790994828655,0.03949355835361457,0.9737934184638004,1.0,0.22944216009363658,2.9670597283903604,(-0.0008896694640417007+0.00024602307553324876j),(-0.06769675886015221-0.2447183610344565j)
-0.224634244013189,0.035578569015754284,0.9737934184638004,1.0,0.22944216009363658,2.9845130209103035,(-0.0009007179075006229+0.0002490783361097674j),(-0.06769497014879532-0.2447118949861698j)
-0.2252209627767053,0.03165274210111437,0.9737934184638004,1.0,0.22944216009363658,3.001966313430247,(-0.0009114919835594675+0.00025205772501223143j),(-0.0676933624974098-0.24470608345517755j)
-0.22573907705319532,0.02771727345460355,0.9737934184638004,1.0,0.22944216009363658,3.01941960595019,(-0.0009219884103303035+0.00025496033468991796j),(-0.06769193829390463-0.24470093507357807j)
-0.22618842902003142,0.023773361858095206,0.9737934184638004,1.0,0.22944216009363658,3.036872898470133,(-0.0009322039904998464+0.00025778528097980205j),(-0.06769069965730312-0.24469645750147478j)
-0.22656888180025153,0.019822208665267058,0.9737934184638004,1.0,0.22944216009363658,3.0543261909900767,(-0.0009421356123034226+0.0002605317033758778j),(-0.0676896484332758-0.244692657410813j)
-0.2268803195042532,0.015865017435657523,0.9737934184638004,1.0,0.22944216009363658,3.07177948351002,(-0.0009517802504728202+0.0002631987652912784j),(-0.06768878619023232-0.2446895404712702j)
-0.22712264726509487,0.011902993568049108,0.9737934184638004,1.0,0.22944216009363658,3.0892327760299634,(-0.0009611349671578193+0.00026578565431310727j),(-0.06768811421599273-0.24468711133822124j)
-0.22729579126739313,0.007937343933293081,0.9737934184638004,1.0,0.22944216009363658,3.1066860685499065,(-0.0009701969128210973+0.00026829158244990855j),(-0.06768763351505507-0.24468537364283283j)
-0.22739969876980756,0.003969276506684095,0.9737934184638004,1.0,0.22944216009363658,3.12413936106985,(-0.0009789633271062254+0.00027071578637169653j),(-0.06768734480644906-0.24468432998435044j)
-0.22743433812110636,2.785267341962098e-17,0.9737934184638004,1.0,0.22944216009363658,3.141592653589793,(-0.000987431539678482+0.00027305752764247333j),(-0.06768724852220966-0.24468398192453408j)
-0.22739969876980756,-0.00396927650668414,0.9737934184638004,1.0,0.22944216009363658,3.1590459461097367,(-0.000995598971038294+0.00027531609294516296j),(-0.06768734480644906-0.24468432998435044j)
-0.22729579126739313,-0.007937343933293026,0.9737934184638004,1.0,0.22944216009363658,3.1764992386296798,(-0.001003463133306938+0.0002774907942988945j),(-0.06768763351505507-0.24468537364283283j)
-0.22712264726509487,-0.011902993568049055,0.9737934184638004,1.0,0.22944216009363658,3.193952531149623,(-0.0010110216309844123+0.0002795809692685684j),(-0.06768811421599273-0.24468711133822124j)
-0.2268803195042532,-0.015865017435657467,0.9737934184638004,1.0,0.22944216009363658,3.2114058236695664,(-0.0010182721616791037+0.0002815859811666418j),(-0.06768878619023232-0.2446895404712702j)
-0.22656888180025153,-0.019822208665267,0.9737934184638004,1.0,0.22944216009363658,3.2288591161895095,(-0.0010252125168091228+0.0002835052192470669j),(-0.0676896484332758-0.244692657410813j)
-0.22618842902003142,-0.023773361858095154,0.9737934184638004,1.0,0.22944216009363658,3.246312408709453,(-0.0010318405822750659+0.00028533809889133284j),(-0.06769069965730312-0.24469645750147478j)
-0.22573907705319535,-0.027717273454603498,0.9737934184638004,1.0,0.22944216009363658,3.263765701229396,(-0.0010381543391039824+0.00028708406178654426j),(-0.06769193829390463-0.24470093507357807j)
-0.22522096277670528,-0.03165274210111441,0.9737934184638004,1.0,0.22944216009363658,3.2812189937493397,(-0.0010441518640643837+0.0002887425760954902j),(-0.0676933624974098-0.24470608345517755j)
-0.22463424401318902,-0.03557856901575423,0.9737934184638004,1.0,0.22944216009363658,3.2986722862692828,(-0.0010498313302520644+0.00029031313661864445j),(-0.06769497014879532-0.2447118949861698j)
-0.2239790994828655,-0.039493558353614615,0.9737934184638004,1.0,0.22944216009363658,3.3161255787892263,(-0.0010551910076466039+0.0002917952649480585j),(-0.06769675886015221-0.2447183610344565j)
-0.22325572874910532,-0.043396517571017694,0.9737934184638004,1.0,0.22944216009363658,3.3335788713091694,(-0.0010602292636383518+0.0002931885096130853j),(-0.06769872597971156-0.24472547201410538j)
-0.2224643521576413,-0.04728625778877724,0.9737934184638004,1.0,0.22944216009363658,3.351032163829113,(-0.00106494456352572+0.0002944924462179024j),(-0.06770086859739918-0.24473321740542783j)
-0.2216052107694495,-0.05116159415434196,0.9737934184638004,1.0,0.22944216009363658,3.368485456349056,(-0.0010693354709826926+0.0002957066775707904j),(-0.06770318355090311-0.24474158577692492j)
-0.22067856628731944,-0.055021346202713775,0.9737934184638004,1.0,0.22944216009363658,3.385938748868999,(-0.0010734006484963141+0.0002968308338051147j),(-0.06770566743224381-0.2447505648090258j)
-0.21968470097613702,-0.05886433821602859,0.9737934184638004,1.0,0.22944216009363658,3.4033920413889427,(-0.001077138857774144+0.0002978645724919966j),(-0.0677083165948124-0.2447601413195215j)
-0.21862391757690375,-0.06268939958169105,0.9737934184638004,1.0,0.22944216009363658,3.420845333908886,(-0.001080548960121416+0.0002988075787446198j),(-0.06771112716086265-0.2447703012906776j)
-0.2174965392145191,-0.06649536514895518,0.9737934184638004,1.0,0.22944216009363658,3.4382986264288293,(-0.0010836299167879182+0.0002996595653141424j),(-0.06771409502942528-0.2447810298978174j)
-0.21630290929935347,-0.07028107558383978,0.9737934184638004,1.0,0.22944216009363658,3.4557519189487724,(-0.0010863807892844116+0.00030042027267720273j),(-0.06771721588462982-0.24479231153941472j)
-0.21504339142264187,-0.07404537772227357,0.9737934184638004,1.0,0.22944216009363658,3.473205211468716,(-0.001088800739668479+0.00030108946911496935j),(-0.06772048520439616-0.24480412986851005j)
-0.21371836924573087,-0.07778712492135939,0.9737934184638004,1.0,0.22944216009363658,3.490658503988659,(-0.0010908890307997985+0.0003016669507837252j),(-0.06772389826947349-0.2448164678253916j)
-0.21232824638321127,-0.08150517740865344,0.9737934184638004,1.0,0.22944216009363658,3.5081117965086026,(-0.0010926450265646512+0.00030215254177695823j),(-0.06772745017279787-0.2448293076714153j)
-0.21087344627997343,-0.08519840262935034,0.9737934184638004,1.0,0.22944216009363658,3.5255650890285457,(-0.001094068192069727+0.0003025460941789487j),(-0.0677311358291398-0.24484263102388437j)
-0.20935441208222177,-0.0888656755912709,0.9737934184638004,1.0,0.22944216009363658,3.543018381548489,(-0.0010951580938050208+0.0003028474881098216j),(-0.06773494998500953-0.24485641889185744j)
-0.20777160650248813,-0.0925058792075453,0.9737934184638004,1.0,0.22944216009363658,3.5604716740684323,(-0.0010959143997759044+0.0003030566317620687j),(-0.06773888722879186-0.24487065171276978j)
-0.20612551167868512,-0.09611790463688842,0.9737934184638004,1.0,0.22944216009363658,3.5779249665883754,(-0.001096336879604257+0.00030317346142850403j),(-0.0677429420010782-0.2448853093898139j)
-0.20441662902724206,-0.0997006516213642,0.9737934184638004,1.0,0.22944216009363658,3.595378259108319,(-0.0010964254045986287+0.00030319794152168104j),(-0.0677471086051666-0.24490037132986428j)
-0.202645479090369,-0.1032530288215341,0.9737934184638004,1.0,0.22944216009363658,3.612831551628262,(-0.0010961799477934478+0.00030313006458472687j),(-0.0677513812176984-0.24491581648194796j)
-0.20081260137749413,-0.10677395414889052,0.9737934184638004,1.0,0.22944216009363658,3.6302848441482056,(-0.0010956005839572337+0.0003029698512936123j),(-0.06775575389939739-0.2449316233760546j)
-0.19891855420092439,-0.11026235509547057,0.9737934184638004,1.0,0.22944216009363658,3.6477381366681487,(-0.0010946874895698293+0.00030271735045085956j),(-0.06776022060588584-0.24494777016224434j)
-0.19696391450577766,-0.11371716906055321,0.9737934184638004,1.0,0.22944216009363658,3.6651914291880923,(-0.0010934409427686231+0.0003023726389706707j),(-0.0677647751985403-0.2449642346498883j)
-0.19494927769424025,-0.11713734367433697,0.9737934184638004,1.0,0.22944216009363658,3.6826447217080354,(-0.0010918613232638484+0.00030193582185550176j),(-0.06776941145536734-0.24498099434697157j)
-0.19287525744420111,-0.1205218371185026,0.9737934184638004,1.0,0.22944216009363658,3.7000980142279785,(-0.001089949112222913+0.0003014070321640775j),(-0.06777412308185499-0.24499802649933994j)
-0.19074248552231987,-0.12386961844356076,0.9737934184638004,1.0,0.22944216009363658,3.717551306747922,(-0.0010877048921238183+0.0003007864309708603j),(-0.06777890372178287-0.24501530812976688j)
-0.18855161159158462,-0.12717966788288898,0.9737934184638004,1.0,0.22944216009363658,3.735004599267865,(-0.0010851293465777472+0.00030007420731698666j),(-0.06778374696795665-0.24503281607675956j)
-0.18630330301341805,-0.13045097716336307,0.9737934184638004,1.0,0.22944216009363658,3.7524578917878086,(-0.0010822232601208255+0.0002992705781526804j),(-0.06778864637284332-0.24505052703300556j)
-0.183998244644393,-0.13368254981248612,0.9737934184638004,1.0,0.22944216009363658,3.7699111843077517,(-0.0010789875179751398+0.00029837578827116826j),(-0.06779359545907995-0.24506841758334852j)
-0.18163713862761824,-0.13687340146192442,0.9737934184638004,1.0,0.22944216009363658,3.7873644768276953,(-0.0010754231057790887+0.0002973901102341173j),(-0.06779858772981853-0.24508646424220606j)
-0.17922070417885905,-0.14002256014735492,0.9737934184638004,1.0,0.22944216009363658,3.8048177693476384,(-0.0010715311092871639+0.0002963138442886077j),(-0.0678036166789081-0.2451046434903636j)
-0.17674967736745698,-0.14312906660453564,0.9737934184638004,1.0,0.22944216009363658,3.822271061867582,(-0.0010673127140391947+0.000295147318275671j),(-0.06780867580086257-0.2451229318110138j)
-0.17422481089211628,-0.14619197456150612,0.9737934184638004,1.0,0.22944216009363658,3.839724354387525,(-0.0010627692049992388+0.0002938908875304311j),(-0.06781375860061399-0.24514130572500642j)
-0.1716468738516242,-0.1492103510268317,0.9737934184638004,1.0,0.22944216009363658,3.857177646907468,(-0.0010579019661641621+0.0002925449347738641j),(-0.06781885860302234-0.24515974182522082j)
-0.16901665151057627,-0.15218327657380148,0.9737934184638004,1.0,0.22944216009363658,3.8746309394274117,(-0.0010527124801420664+0.00029110986999621836j),(-0.06782396936211253-0.24517821680998098j)
-0.16633494506017718,-0.1551098456204943,0.9737934184638004,1.0,0.22944216009363658,3.8920842319473548,(-0.0010472023277006636+0.0002895861303321277j),(-0.06782908447004504-0.24519670751545658j)
-0.1636025713741899,-0.15798916670562835,0.9737934184638004,1.0,0.22944216009363658,3.9095375244672983,(-0.0010413731872857658+0.0002879741799274542j),(-0.0678341975657822-0.24521519094700825j)
-0.16082036276010844,-0.16082036276010842,0.9737934184638004,1.0,0.22944216009363658,3.9269908169872414,(-0.001035226834510016+0.0002862745097979058j),(-0.06783930234344408-0.2452336443093827j)
-0.15798916670562835,-0.16360257137418993,0.9737934184638004,1.0,0.22944216009363658,3.944444109507185,(-0.0010287651416120063+0.00028448763767946944j),(-0.06784439256034626-0.24525204503577855j)
-0.15510984562049435,-0.16633494506017715,0.9737934184638004,1.0,0.22944216009363658,3.961897402027128,(-0.0010219900768859832+0.0002826141078707026j),(-0.06784946204469283-0.24527037081564476j)
-0.15218327657380146,-0.1690166515105763,0.9737934184638004,1.0,0.22944216009363658,3.9793506945470716,(-0.001014903704082305+0.00028065449106693356j),(-0.06785450470293655-0.2452885996212987j)
-0.14921035102683175,-0.17164687385162417,0.9737934184638004,1.0,0.22944216009363658,3.9968039870670147,(-0.0010075081817787753+0.00027860938418642494j),(-0.06785951452677738-0.24530670973321433j)
-0.14619197456150615,-0.17422481089211625,0.9737934184638004,1.0,0.22944216009363658,4.014257279586958,(-0.000999805762723115+0.0002764794101885435j),(-0.06786448559980689-0.245324679764055j)
-0.1431290666045357,-0.17674967736745695,0.9737934184638004,1.0,0.22944216009363658,4.031710572106901,(-0.0009917987931467986+0.0002742652178840024j),(-0.06786941210379058-0.24534248868135972j)
-0.1400225601473549,-0.17922070417885907,0.9737934184638004,1.0,0.22944216009363658,4.049163864626845,(-0.0009834897120503201+0.00027196748173722646j),(-0.06787428832457582-0.24536011582893064j)
-0.1368734014619244,-0.18163713862761824,0.9737934184638004,1.0,0.22944216009363658,4.066617157146788,(-0.0009748810504602743+0.0002695869016609066j),(-0.06787910865764343-0.24537754094688272j)
-0.13368254981248617,-0.183998244644393,0.9737934184638004,1.0,0.22944216009363658,4.084070449666731,(-0.0009659754306583714+0.00026712420280279245j),(-0.0678838676132856-0.2453947441903566j)
-0.13045097716336312,-0.186303303013418,0.9737934184638004,1.0,0.22944216009363658,4.101523742186674,(-0.0009567755653826712+0.00026458013532481406j),(-0.06788855982141508-0.24541170614691732j)
-0.12717966788288895,-0.18855161159158462,0.9737934184638004,1.0,0.22944216009363658,4.118977034706618,(-0.0009472842570012689+0.0002619554741745719j),(-0.06789318003602123-0.24542840785265504j)
-0.12386961844356073,-0.1907424855223199,0.9737934184638004,1.0,0.22944216009363658,4.136430327226561,(-0.0009375043966586294+0.0002592510188492743j),(-0.06789772313925752-0.2454448308069696j)
-0.12052183711850266,-0.1928752574442011,0.9737934184638004,1.0,0.22944216009363658,4.153883619746504,(-0.0009274389633949669+0.0002564675931522166j),(-0.06790218414518821-0.24546095698610018j)
-0.11713734367433701,-0.19494927769424023,0.9737934184638004,1.0,0.22944216009363658,4.171336912266447,(-0.0009170910232387459+0.00025360604494182573j),(-0.06790655820318492-0.24547676885541525j)
-0.11371716906055328,-0.19696391450577766,0.9737934184638004,1.0,0.22944216009363658,4.1887902047863905,(-0.0009064637282727809+0.0002506672458734088j),(-0.06791084060098954-0.2454922493804756j)
-0.11026235509547054,-0.19891855420092439,0.9737934184638004,1.0,0.22944216009363658,4.2062434973063345,(-0.000895560315674084+0.00024765209113363146j),(-0.0679150267674523-0.245507382036941j)
-0.10677395414889049,-0.20081260137749415,0.9737934184638004,1.0,0.22944216009363658,4.223696789826278,(-0.0008843841067277383+0.0002445614991678342j),(-0.06791911227495767-0.2455221508193394j)
-0.10325302882153416,-0.20264547909036898,0.9737934184638004,1.0,0.22944216009363658,4.241150082346221,(-0.000872938505815263+0.00024139641140027003j),(-0.06792309284154903-0.24553654024874066j)
-0.09970065162136425,-0.20441662902724203,0.9737934184638004,1.0,0.22944216009363658,4.258603374866164,(-0.0008612269993775678+0.00023815779194733515j),(-0.06792696433276266-0.24555053537938504j)
-0.09611790463688841,-0.20612551167868515,0.9737934184638004,1.0,0.22944216009363658,4.276056667386108,(-0.0008492531548529733+0.00023484662732388542j),(-0.06793072276318894-0.24556412180434287j)
